"Rzeczywista","Przewidziana","P_BARBUNYA","P_BOMBAY","P_CALI","P_DERMASON","P_HOROZ","P_SEKER","P_SIRA"
"HOROZ","HOROZ",9.14072390057325e-17,8.71264714786217e-28,1.44409170688758e-11,2.24059246393403e-18,0.999999977656974,1.84207109860043e-08,3.9078734530292e-09
"HOROZ","HOROZ",1.99317981368203e-15,1.55215853850495e-25,4.6939835668162e-07,1.92895532763036e-16,0.99999953006249,4.35122190217167e-12,5.3479951652021e-10
"HOROZ","HOROZ",2.55048668856235e-14,4.09195865717748e-26,7.46957411654982e-07,7.73380609280238e-16,0.999999245399479,4.4676586262411e-12,7.63861497695914e-09
"HOROZ","HOROZ",1.0922162034596e-16,1.73535271530803e-28,3.16284750318549e-07,1.58723862268364e-17,0.999999680480944,9.48002549114699e-14,3.23421099368415e-09
"HOROZ","HOROZ",6.86980731569775e-14,8.7969117839454e-30,7.2675525781369e-08,5.42638739035071e-17,0.999999911936871,2.22982940837796e-13,1.53873117486511e-08
"HOROZ","HOROZ",9.04436784726239e-15,9.21132641356668e-30,2.2916457964042e-09,3.68270388098816e-19,0.999999997708134,1.62244354825087e-13,4.8569310712858e-14
"HOROZ","HOROZ",8.0729330107938e-12,2.14657071213922e-26,9.30247814963412e-05,2.68897557224638e-14,0.999906724308045,4.87383222450405e-14,2.50902309568519e-07
"HOROZ","HOROZ",1.69076001460406e-13,4.59162117539624e-28,8.86900289407817e-08,8.82687887744967e-17,0.999999911027755,1.07410761103058e-12,2.8097256192949e-10
"HOROZ","HOROZ",8.0032477076324e-14,2.32905330338324e-22,7.10550095292142e-06,1.20052242419568e-13,0.999992338215551,1.07182222413519e-09,5.55211473868318e-07
"HOROZ","HOROZ",5.72096674383657e-15,1.65771493559504e-24,2.55004993935088e-07,5.64322098733176e-16,0.999999743593587,5.55612391815492e-11,1.34585104848436e-09
"HOROZ","HOROZ",3.2426151158199e-17,1.24297907721944e-25,1.53920206411341e-12,5.43258362748351e-18,0.999992992447899,6.99540159440354e-06,1.21489673912227e-08
"HOROZ","HOROZ",6.63599088650356e-16,2.30349101836676e-25,2.53147087919493e-10,1.87882972033605e-17,0.999999984819309,1.47116032176664e-08,2.15939706055215e-10
"HOROZ","HOROZ",1.60141720418056e-08,3.29112743430132e-27,2.61698406662858e-07,4.90778324716979e-16,0.999999722287198,1.87707696439036e-13,3.51152843442679e-14
"HOROZ","HOROZ",1.60141720418056e-08,3.29112743430132e-27,2.61698406662858e-07,4.90778324716979e-16,0.999999722287198,1.87707696439036e-13,3.51152843442679e-14
"HOROZ","HOROZ",3.13382960410381e-15,3.90109952835548e-31,2.97899751294065e-09,8.59694133417041e-19,0.999999996951019,1.41025273424557e-13,6.98395600713518e-11
"HOROZ","HOROZ",2.56325897765666e-19,6.22751846991028e-23,7.37731634226803e-11,4.52446805936489e-17,0.99999204089768,7.42991832479069e-06,5.29110221490699e-07
"HOROZ","HOROZ",2.56841026102835e-10,1.17477286208909e-22,0.000136054504484107,6.34359055051059e-13,0.999863905903289,9.10280396111809e-12,3.93256490766637e-08
"HOROZ","HOROZ",2.11977717659751e-14,7.30489185304712e-27,6.77527562228606e-06,4.48261353997717e-16,0.999993223897999,7.27036365572753e-14,8.26284489745027e-10
"HOROZ","HOROZ",3.46996477247646e-09,4.42105712266636e-23,0.000189236001754021,1.11094217559634e-12,0.999810718740138,4.11609341471722e-12,4.17829162081516e-08
"HOROZ","HOROZ",2.41630494033664e-14,2.01711648684409e-25,2.13877610918147e-06,1.74000577837545e-15,0.999997842213943,3.9276724686384e-12,1.90059941982397e-08
"HOROZ","HOROZ",6.4944092787616e-18,2.21507765345303e-23,2.49821117566085e-09,1.70544015121201e-16,0.999999796022597,1.03174294555526e-07,9.83048972944578e-08
"HOROZ","HOROZ",7.8563609083263e-14,1.93827427132512e-25,1.25989623454175e-06,1.48471085221901e-15,0.999998732730058,4.59166700545665e-12,7.3690362557131e-09
"HOROZ","HOROZ",3.80518605633366e-11,2.37177160579787e-22,0.000468287473359471,9.3872204317114e-13,0.999531600938776,5.83675582678173e-12,1.11543036877393e-07
"HOROZ","HOROZ",2.13758406056692e-11,6.12785172476843e-26,0.0019721794616831,7.09180794081907e-14,0.998027775170008,3.02900680201486e-15,4.53468589389895e-08
"HOROZ","HOROZ",5.92797499757334e-15,1.18942335304939e-24,2.55416265927033e-05,4.0664302132847e-15,0.999974445734777,1.01862419654544e-12,1.26376011452635e-08
"HOROZ","HOROZ",1.46091987903616e-17,5.77427450803671e-23,4.67190195819154e-12,3.95067792350766e-17,0.999879392843976,0.000120580196078743,2.6955273424472e-08
"HOROZ","HOROZ",3.85187638874234e-15,1.43720741481773e-27,3.27547807961315e-08,8.1917454400055e-17,0.999999957999754,1.41371055600184e-11,9.23132412710319e-09
"HOROZ","HOROZ",1.27220875223815e-07,9.40205882097359e-23,0.0687652114555934,2.34162043930649e-10,0.931044303872457,2.70589462028573e-13,0.000190357216641881
"HOROZ","HOROZ",2.65772305267009e-13,9.97037939826446e-28,1.06616004584146e-06,4.18752717242504e-16,0.999998931698587,2.3853919270432e-13,2.14086220612575e-09
"HOROZ","HOROZ",7.43901058113305e-16,2.3626394848407e-31,5.36761099912445e-08,1.72712153365741e-18,0.999999945696618,6.4340075851743e-15,6.27264962087197e-10
"HOROZ","HOROZ",1.38737697942786e-14,6.62012351509163e-25,7.62240822687857e-05,2.75998254604033e-15,0.999923774514357,8.80667855373281e-14,1.40327010657429e-09
"HOROZ","HOROZ",2.31063840642927e-16,2.44104946841069e-26,2.2329490452584e-10,3.71028783002161e-18,0.999999998126934,1.61939616192742e-09,3.03748223749399e-11
"HOROZ","HOROZ",5.59573321537174e-16,8.31248031331554e-28,1.23072507705104e-10,3.12202234593095e-18,0.999999998709723,8.76260266592126e-10,2.90943932348991e-10
"HOROZ","HOROZ",6.80080929185095e-13,6.37581596796146e-23,7.48815733503279e-05,3.13733078827373e-14,0.99992511696366,2.32640286608882e-12,1.45995232074941e-09
"HOROZ","HOROZ",3.22835128029296e-12,2.15404508943669e-24,2.84937326973954e-05,9.06469084800462e-14,0.999971292289582,9.62929560325108e-12,2.13964772421672e-07
"HOROZ","HOROZ",0.0281431567252276,2.10824586119636e-20,0.083735459507144,6.05478291871954e-09,0.888121113990651,2.37360911739048e-12,2.63719821267402e-07
"HOROZ","HOROZ",2.05285792470368e-11,3.07303449889097e-25,0.000122754604051526,3.29016469782395e-14,0.99987723628958,9.28052497149603e-14,9.08571450271356e-09
"HOROZ","HOROZ",1.12770950137398e-09,2.72173205207013e-24,3.10436407158356e-05,3.58261299274242e-14,0.999968955174744,5.3187692685293e-13,5.62634293525045e-11
"HOROZ","HOROZ",5.82346002442478e-17,7.16466283775276e-30,1.81857186327853e-07,4.09935337875279e-18,0.99999981681956,2.04299400129456e-14,1.32323333060472e-09
"HOROZ","HOROZ",2.37735798798138e-17,7.22448340307952e-30,3.72038142239437e-08,1.22103599032343e-18,0.999999962286311,4.57209780044713e-14,5.09828787325906e-10
"HOROZ","HOROZ",7.17934517865794e-14,1.72235483173987e-25,1.22520296783577e-05,1.69684087104209e-15,0.999987746107089,2.30890996206632e-13,1.86292858173133e-09
"HOROZ","HOROZ",7.54221740610982e-15,2.62301257667874e-24,1.40562301902126e-06,4.21077481780616e-16,0.999998594325018,4.0269239795018e-12,4.79285235284322e-11
"HOROZ","HOROZ",2.24688885282658e-13,8.35378660663679e-24,0.000113013119159881,2.00894956658945e-14,0.99988698272117,5.7510691906837e-13,4.15885051214161e-09
"HOROZ","HOROZ",1.31635018009564e-12,6.35355766414847e-23,1.30523586925994e-05,4.14824563173584e-14,0.999986937580004,3.00247292699448e-11,1.00299208826191e-08
"HOROZ","HOROZ",5.016434206409e-11,3.32025534054353e-27,2.53852810102599e-05,3.35989697459642e-15,0.999974614374852,1.266007563968e-14,2.9395769640796e-10
"HOROZ","HOROZ",1.04805989245734e-12,6.90442356664897e-26,8.45073988419994e-05,6.46276703007773e-15,0.999915487920047,2.99585194694728e-14,4.68002636112611e-09
"HOROZ","HOROZ",1.17151178058908e-15,1.01114617411757e-30,2.59215152535783e-12,6.3355688354862e-20,0.999999999781397,2.12987237114711e-10,3.02275965910175e-12
"HOROZ","HOROZ",3.09257115072723e-13,4.25065174998128e-26,7.11279535976288e-05,4.80083298204618e-15,0.999928869013069,4.2552254315016e-14,3.032977163453e-09
"HOROZ","HOROZ",5.91770778482036e-16,3.92171352150768e-25,2.49960278675823e-11,1.58326930710815e-17,0.999999632187333,3.6723143037211e-07,5.56239977073673e-10
"HOROZ","HOROZ",5.91770778482036e-16,3.92171352150768e-25,2.49960278675823e-11,1.58326930710815e-17,0.999999632187333,3.6723143037211e-07,5.56239977073673e-10
"HOROZ","HOROZ",5.04565873224237e-15,1.00541317566632e-26,1.0314670036246e-07,3.08706976772863e-17,0.999999896822649,1.29411144863583e-12,2.9351372940244e-11
"HOROZ","HOROZ",4.41540467206182e-17,2.35574930991419e-25,4.5866611470196e-11,1.59673428990319e-17,0.999999739849532,2.49302155542614e-07,1.08024460457667e-08
"HOROZ","HOROZ",0.00405298791959949,2.11584301892977e-23,0.00308931213125288,1.50064559113524e-11,0.99285769989834,4.18924620194907e-14,3.5759428089117e-11
"HOROZ","HOROZ",2.27021414848629e-16,3.23906200790596e-27,5.48206613761212e-07,3.59908668450826e-17,0.999999450620186,2.21240658509263e-13,1.17297870302269e-09
"HOROZ","HOROZ",4.43763566279132e-14,3.05982331657876e-24,1.34572523734563e-05,3.85292271433754e-15,0.999986540721802,1.57878114391232e-12,2.02419761082999e-09
"HOROZ","HOROZ",2.81980280523955e-10,4.24986016875072e-28,5.26262620923916e-07,1.50412714035574e-16,0.999999473455189,2.55112309931841e-14,1.83879584698888e-13
"HOROZ","HOROZ",5.15313640543688e-13,1.94143748515862e-28,7.60194111180666e-05,2.62251525455383e-16,0.999923980454069,1.04512924826267e-16,1.34297282682181e-10
"HOROZ","HOROZ",2.26417148614161e-18,5.26925760392206e-25,1.66526842301718e-09,2.06937897900321e-17,0.999999969642781,5.4144385876859e-09,2.32775120343269e-08
"HOROZ","HOROZ",8.52500363454811e-09,3.47331091864508e-23,0.000373479601697164,3.8493852214125e-13,0.99962651153638,3.33893573239193e-13,3.36199948070241e-10
"HOROZ","HOROZ",7.96367230893566e-12,2.20151384236061e-23,0.00176913253467187,3.24249462708956e-13,0.99823083070278,1.98196153178947e-13,3.67540621500705e-08
"HOROZ","CALI",5.45831491873687e-05,9.31801880407185e-17,0.800187363405227,2.64272976261296e-07,0.199115911869342,1.15531027877089e-10,0.000641877187735758
"HOROZ","HOROZ",2.67348236466763e-14,1.46729379421275e-30,3.27654011284646e-09,7.15715295621235e-19,0.999999996722546,9.145466037798e-14,7.95960454481531e-13
"HOROZ","HOROZ",1.45769796281074e-15,2.77413909036325e-27,1.45394797592993e-06,1.49932627532727e-16,0.999998543123793,2.47832097702521e-13,2.92798224803022e-09
"HOROZ","HOROZ",9.90697808876691e-11,1.40573790528233e-23,0.00792961145788255,5.29066442704576e-12,0.992066520051639,4.18661700948183e-13,3.86838569880119e-06
"HOROZ","HOROZ",2.76562779702367e-18,1.78325496978824e-28,7.9680795364809e-09,1.87134719810207e-18,0.999999987120622,2.71384933603545e-12,4.90858483727805e-09
"HOROZ","HOROZ",3.63431074546157e-16,4.38582244584978e-30,7.33046803965781e-11,1.5055368426081e-19,0.999999999911935,1.14688141287562e-11,3.2909071403171e-12
"HOROZ","HOROZ",3.89659789145376e-14,3.15360249553934e-25,2.63831628433757e-08,2.40452098685494e-16,0.999999973133323,1.81618769959837e-10,3.01856177068722e-10
"HOROZ","HOROZ",2.87553122648421e-15,2.68984955270474e-30,3.96497014955591e-09,9.60207636686975e-19,0.99999999601643,1.82590609411338e-13,1.84141761433529e-11
"HOROZ","HOROZ",5.12554729247978e-14,6.83825124273745e-27,9.63042648597557e-08,6.70954435642444e-17,0.99999990365534,1.94175669460157e-12,3.84021067580368e-11
"HOROZ","HOROZ",1.3297842302083e-13,3.13467659070375e-29,4.8047650498678e-10,1.08045928165635e-18,0.999999999515335,3.94677206456017e-12,1.0813346967362e-13
"HOROZ","HOROZ",1.47676326393518e-15,3.61796006715904e-28,1.37357490664349e-08,1.03926761078416e-17,0.999999986007453,3.16470513764547e-12,2.53631829026579e-10
"HOROZ","HOROZ",2.0296937304832e-16,1.1816097089833e-27,2.38179141106804e-10,2.28246089787952e-18,0.99999999928991,3.33279507254588e-10,1.38631190513527e-10
"HOROZ","HOROZ",3.26170370222332e-12,2.67418923342174e-22,4.27565553909966e-05,1.84206464426772e-13,0.999957192155108,4.23777912702011e-11,5.1243677711909e-08
"HOROZ","HOROZ",4.17559060842982e-07,7.46467685709878e-25,5.53608201867668e-05,2.76529740734665e-13,0.999944221300164,3.92954955297956e-13,3.19919071243069e-10
"HOROZ","HOROZ",3.65260120708013e-15,5.19844739487434e-29,2.34360371429009e-06,3.22184415539761e-18,0.999997656396137,2.74550964227224e-16,1.44648636644742e-13
"HOROZ","CALI",0.072390172939245,5.55422073199653e-18,0.904910598528415,2.7078442444152e-07,0.0226848333467123,3.31758425026641e-13,1.41244008714415e-05
"HOROZ","HOROZ",1.55723469211238e-11,2.97766359556834e-24,1.55643653971231e-06,1.80657066652774e-15,0.999998443543126,3.12551495567506e-12,1.63501552960801e-12
"HOROZ","HOROZ",4.63997872721775e-18,1.76745306628089e-28,1.80786330082035e-06,7.95528796214962e-18,0.999998191068127,9.21144673497035e-15,1.06856336343793e-09
"HOROZ","HOROZ",7.90850532821305e-07,1.18925144802704e-22,0.000352482064470539,4.75578262089746e-12,0.99964672368674,3.66570898156464e-12,3.38983510675345e-09
"HOROZ","HOROZ",1.75653847585492e-16,4.47764920033517e-26,1.46545769110099e-12,2.83023408149383e-18,0.999998326996466,1.67240269252273e-06,5.99375400571097e-10
"HOROZ","HOROZ",2.05979761617057e-17,6.05100720187412e-21,5.04370296254025e-12,1.49118980453413e-16,0.997952097641728,0.0020478879225567,1.44306717036456e-08
"HOROZ","HOROZ",1.22900029298539e-14,2.30421040057683e-23,6.97708402568229e-06,5.25779950606055e-15,0.999993019562406,1.60964835180827e-11,3.33745361409385e-09
"HOROZ","HOROZ",9.44392720912459e-06,2.29787502747992e-23,0.0195298039368184,6.07746720287349e-11,0.980460099587577,6.82174869702024e-14,6.52487552835969e-07
"HOROZ","HOROZ",3.33323846256545e-14,4.18074842574162e-26,8.08593886397192e-07,3.24894777595801e-16,0.999999191139932,1.3530488723067e-12,2.64794588619912e-10
"HOROZ","HOROZ",7.18466994651106e-16,8.98245027057407e-31,3.22119092047226e-07,3.2220841281508e-18,0.999999677510418,1.6282945344473e-15,3.70487522320979e-10
"HOROZ","HOROZ",1.89378752979115e-12,2.05680638057863e-21,0.000622453344322987,4.54975509770338e-13,0.999377522253548,6.51591190651486e-12,2.43932644405963e-08
"HOROZ","HOROZ",2.23343639281826e-13,1.99828268151492e-28,6.64558339069409e-06,1.44314140318991e-16,0.999993354290547,2.92815794431482e-15,1.25835902669524e-10
"HOROZ","HOROZ",1.34287652620159e-16,1.04749308633049e-19,1.89808377703151e-11,7.42026976528769e-16,0.996749641516492,0.00325034902661654,9.43790944845849e-09
"HOROZ","HOROZ",4.21952923255456e-10,9.91937854884279e-27,0.000126163186839909,8.59155859635456e-15,0.999873836226047,2.57994415147599e-15,1.65148765725837e-10
"HOROZ","HOROZ",7.04651127159893e-16,2.86676186733453e-23,4.6655318963587e-07,3.2331339377228e-16,0.999999533326184,4.87010964885004e-11,7.192411574069e-11
"HOROZ","HOROZ",5.61122674811713e-16,1.36789681979931e-22,9.38388376527545e-07,1.05913835291536e-15,0.999999060870199,1.29073015355278e-10,6.12349450873278e-10
"HOROZ","HOROZ",1.20180916808475e-12,1.9508780681938e-24,6.69210991351911e-05,4.06410245624788e-14,0.999933039019073,1.22015622142719e-12,3.98793295080095e-08
"HOROZ","HOROZ",1.33770638943855e-12,3.04243796602958e-23,2.32114327467132e-06,1.99428856547075e-14,0.999997673064239,1.1664845981732e-10,5.67447986258362e-09
"HOROZ","HOROZ",1.8011144686972e-12,6.52187918936491e-26,2.09643055054477e-07,7.50136968791907e-17,0.999999790354428,6.65598392081412e-13,5.02390815097483e-14
"HOROZ","CALI",7.6858421398023e-05,9.87359893343405e-18,0.90040454774129,2.62749041065856e-08,0.0995149614434018,1.02689264789955e-12,3.6061179789769e-06
"HOROZ","HOROZ",2.48800135359264e-14,1.025496838733e-26,1.47997980954911e-11,2.39813954307221e-18,0.999999988106401,1.18782518484543e-08,5.22201978323481e-13
"HOROZ","CALI",0.000410633238941891,7.46879663279187e-16,0.65698792035848,8.6643146677576e-07,0.341828703237232,1.41074922830036e-09,0.000771875323129839
"HOROZ","HOROZ",1.31852201875241e-05,2.37687428207182e-19,0.0438934073866852,3.24990282615244e-09,0.956083242732722,4.5663437553776e-11,1.01613648386878e-05
"HOROZ","HOROZ",3.9596155356986e-18,4.3905555274322e-27,1.32514236678708e-08,6.7437457885901e-18,0.999999982847095,1.71902897446194e-11,3.8842904994508e-09
"HOROZ","HOROZ",7.33588343468535e-13,9.89339350000836e-26,4.69787068968837e-08,1.12296631345246e-16,0.999999953007445,1.14477224297731e-11,1.66705221725448e-12
"HOROZ","HOROZ",3.75476313171334e-13,1.57741114985809e-25,6.60049599359656e-09,3.06702121425003e-17,0.999999993344818,5.42097367551973e-11,1.00342672742838e-13
"HOROZ","HOROZ",1.23477024085703e-16,4.45519276303671e-24,2.69816643626827e-09,7.84262418787873e-17,0.999999985116472,1.06430142193359e-08,1.54234692884107e-09
"HOROZ","HOROZ",4.64786820120489e-10,2.89384757169569e-22,0.00168114547265055,2.5021763178574e-12,0.998318798594857,1.84948000369913e-12,5.54633542416045e-08
"HOROZ","HOROZ",2.67305367276382e-12,4.86400682485247e-26,3.18687713908209e-05,1.47603617027667e-15,0.999968131192341,1.49433378484844e-14,3.35786784965982e-11
"HOROZ","HOROZ",2.79884520637656e-13,2.21982676741653e-27,1.04282165707188e-08,3.92411575156037e-17,0.999999989539307,1.02935466019588e-11,2.19028933824445e-11
"HOROZ","HOROZ",1.84213775057717e-14,1.53545980723631e-23,1.01861703925872e-08,1.63603911098022e-16,0.999999988038189,1.76840283787091e-09,7.21920978401398e-12
"HOROZ","HOROZ",7.80150768635512e-11,6.61627094842332e-26,1.01692713716171e-05,2.738836509136e-15,0.999989830638959,7.74393604358776e-14,1.15738563902152e-11
"HOROZ","HOROZ",5.01260279724676e-13,1.56566640332745e-28,3.50202665463553e-05,1.50419142556781e-16,0.999964979679982,1.31445515299844e-16,5.29698077298627e-11
"HOROZ","HOROZ",9.1169918263116e-16,1.38517230386814e-28,3.51484847522964e-08,7.07385539335407e-18,0.999999964587368,3.76180474326917e-13,2.63770308806864e-10
"HOROZ","HOROZ",1.35868297207831e-16,1.30937284734051e-20,1.58060729857812e-09,5.45209386979081e-16,0.999997479262062,2.5185491804564e-06,6.08149395441355e-10
"HOROZ","HOROZ",2.84155335958422e-14,1.25562983813687e-24,1.16092160208801e-07,3.69149047594395e-16,0.999999883654319,5.7624985747932e-11,1.95867119348626e-10
"HOROZ","HOROZ",2.01706738761001e-13,5.73834118415437e-28,1.73733297339916e-08,5.28129628439615e-18,0.999999982626049,3.65410856160652e-13,5.44721610922464e-14
"HOROZ","HOROZ",1.24273672832574e-14,1.19507729633762e-26,5.23328837246114e-05,3.94124754980368e-16,0.999947666988747,4.58073586188019e-15,1.27511036360006e-10
"HOROZ","HOROZ",1.69341757732892e-14,1.78945177342312e-24,0.000130449036878409,1.60712539730313e-15,0.999869550877199,2.42583463775879e-14,8.5880409441125e-11
"HOROZ","HOROZ",7.78709621245191e-17,2.71089545766932e-30,1.6304268235072e-07,1.84127116293438e-18,0.99999983637321,4.41248500882022e-15,5.8410258391127e-10
"HOROZ","HOROZ",1.65513561382203e-13,6.65386408378997e-22,6.03698422636059e-05,8.93609393405624e-15,0.999939630142533,1.96010358111277e-12,1.30692299133074e-11
"HOROZ","HOROZ",3.30322840530091e-16,2.43048106773659e-22,8.27027252548197e-08,2.76098147610411e-16,0.999999916219375,1.02545071779743e-09,5.24487507626671e-11
"HOROZ","CALI",0.00153524214314254,3.58392785059343e-16,0.712356200564583,1.3790752187177e-07,0.286105115453332,4.53551755470568e-11,3.30388606530305e-06
"HOROZ","HOROZ",6.98021690362323e-15,3.93974232401414e-23,1.02779262034472e-05,2.43110272810243e-15,0.999989721684433,4.34538344207363e-12,3.85008466927249e-10
"HOROZ","HOROZ",6.16087063213093e-12,1.79792620574086e-28,3.83655896218792e-06,5.02672371172578e-17,0.999996163434695,7.49165993027982e-16,1.8090676590107e-13
"HOROZ","HOROZ",3.0540754351162e-15,1.49093477737964e-29,6.20631992359054e-06,8.87190310557468e-18,0.999993793649291,9.21488583959122e-17,3.07824549621805e-11
"HOROZ","HOROZ",4.919869475358e-17,1.60651419241517e-22,2.08077988972022e-11,6.39212919135578e-17,0.999972300916232,2.76955926977338e-05,3.47026177192337e-09
"HOROZ","HOROZ",8.79136705766541e-17,5.63517877932423e-22,3.80893092617091e-08,2.57614673673697e-16,0.999999956854516,4.90185387154552e-09,1.54320423307657e-10
"HOROZ","HOROZ",3.39723810648629e-14,2.95391389041855e-25,9.3446728163407e-05,7.04022926417969e-16,0.999906553251735,6.97053965415466e-15,2.00597972944955e-11
"HOROZ","HOROZ",5.93849053967622e-15,1.96950481040364e-24,3.87285633859678e-08,1.83259273467214e-16,0.999999960938365,2.04857286554449e-10,1.28208089717273e-10
"HOROZ","HOROZ",1.70618205387906e-16,7.44191437914106e-25,1.12222581694555e-06,1.40544738284964e-16,0.999998877389044,2.39728372595771e-12,3.82741204103749e-10
"HOROZ","HOROZ",1.21692645713426e-14,1.89267474299018e-27,1.01731463108922e-06,2.54563193022728e-17,0.999998982680057,1.91636973887488e-14,5.28073414059242e-12
"HOROZ","HOROZ",2.99235539077263e-10,1.8993282086782e-24,1.40739645581968e-05,2.46518239149978e-15,0.999985925736068,8.93999312654811e-14,4.64142086955398e-14
"HOROZ","HOROZ",5.10728686455934e-15,1.08238314936552e-26,7.6537192782248e-08,2.48748281379811e-17,0.999999923448573,1.64242156722314e-12,1.25870787437005e-11
"HOROZ","HOROZ",2.74850195023059e-12,5.99800398251453e-23,0.00054913308301762,3.82156186181799e-14,0.999450866647989,1.06075209117742e-13,2.66100557155476e-10
"HOROZ","HOROZ",5.42132514866824e-11,4.10583167740321e-19,0.000124458142239272,1.44470562486261e-12,0.999875539651655,4.47964901353017e-10,1.70248243628725e-09
"HOROZ","HOROZ",2.13844404447205e-17,5.31372523005877e-20,1.12217435602551e-08,1.13489234882911e-15,0.999999102882818,8.82237771309723e-07,3.65766613654754e-09
"HOROZ","HOROZ",6.68397644794834e-07,2.91399244399075e-22,0.0125358823262172,1.52224647272332e-12,0.987463449271916,7.94787755008895e-15,2.69205616852065e-12
"HOROZ","HOROZ",8.60855705291568e-06,2.03415176352189e-23,0.000128513917148933,3.57379408739365e-13,0.99986287752475,2.27000850856859e-13,4.63771107129222e-13
"HOROZ","HOROZ",8.60855705291568e-06,2.03415176352189e-23,0.000128513917148933,3.57379408739365e-13,0.99986287752475,2.27000850856859e-13,4.63771107129222e-13
"HOROZ","HOROZ",1.34888192885601e-12,1.30327114418112e-24,3.37020039251476e-07,1.54896470802121e-16,0.999999662976418,2.16440606119295e-12,2.90250286056585e-14
"HOROZ","HOROZ",8.48692006797216e-16,1.17060039330668e-28,7.74352938411209e-07,3.98132843068154e-18,0.999999225644491,2.73547242055967e-15,2.56683119705697e-12
"HOROZ","HOROZ",1.93242460805009e-12,2.47920729269958e-27,0.00077562287747284,6.36927119000361e-16,0.999224377104505,9.50790552659025e-18,1.60893768341951e-11
"HOROZ","HOROZ",1.51124987519994e-13,1.64509940775432e-20,9.94859862904323e-07,3.66276211017021e-15,0.999999004544932,5.9434665207839e-10,7.03444486904491e-13
"HOROZ","HOROZ",8.89444128112699e-10,3.06739447948521e-20,0.0186524317906424,8.1839285145231e-12,0.981347561794287,7.44249886150329e-13,5.51669801323627e-09
"HOROZ","HOROZ",4.43364091173509e-08,2.48628715887675e-22,0.000160519512026832,2.11228594193773e-13,0.999839436149195,7.05891769296879e-13,1.45148225115371e-12
"HOROZ","HOROZ",7.74762593719377e-13,7.37949433323477e-23,5.34235364162068e-09,2.02352790031444e-16,0.999999990736898,3.91990806190411e-09,6.49089050128187e-14
"HOROZ","HOROZ",1.121316017412e-15,8.81253984446296e-23,2.53661447175957e-06,6.44118233583423e-16,0.999997463339799,1.34411517729266e-11,3.22867551893237e-11
"HOROZ","HOROZ",3.22780496022746e-10,2.01377810193592e-23,3.17451939027417e-05,1.85318960127283e-14,0.999968254479338,5.66437593325555e-13,3.39425268321749e-12
"HOROZ","HOROZ",1.16189471318849e-12,1.12014136937223e-21,1.18275166679818e-05,6.93477525912736e-15,0.999988172470528,9.74954722243468e-12,1.8856875987055e-12
"HOROZ","HOROZ",1.59644498208723e-13,3.95772896847679e-20,4.04509988721972e-06,3.33453482568342e-14,0.999995953277449,1.38035057591975e-09,2.42120332722993e-10
"HOROZ","CALI",0.163342565452242,2.50243719804833e-16,0.834622341203231,6.108441824942e-08,0.00203502887590835,1.394823157575e-15,3.38419876384334e-09
"HOROZ","HOROZ",6.95435622230594e-13,1.76841546975348e-22,0.000114118215734239,3.65260343222052e-15,0.99988588178314,1.28888938945853e-13,2.97440097400098e-13
"SIRA","DERMASON",1.44156910926089e-08,1.95314740967692e-23,1.73029702032961e-13,0.985617460683173,1.21226996724165e-11,0.00249650615039687,0.011886018738443
"SIRA","DERMASON",7.8910272089834e-08,5.26041998510779e-25,2.50883851515225e-09,0.676682739495473,1.55116426527534e-08,4.41793232372375e-07,0.323316721780542
"SIRA","DERMASON",1.21710009486947e-08,1.14676179891649e-23,3.00006744810585e-12,0.948187163660405,5.54836071956142e-11,0.000134518436747277,0.0516783056733631
"SIRA","DERMASON",8.3109841305072e-08,2.21634578840663e-24,4.23600742660336e-10,0.829925787725759,2.39728114718037e-09,1.32976655791302e-06,0.17007279657696
"SIRA","SIRA",0.14988588526231,4.66155023235938e-22,5.76811431004892e-10,0.404754571729027,0.00503776552870474,0.029092738789684,0.411229038113463
"SIRA","SIRA",1.31795924482606e-08,3.38804528771008e-25,2.52448397573438e-08,0.490548456395658,1.4240570302755e-07,2.04272403869362e-07,0.509451158501803
"SIRA","DERMASON",1.39392506165327e-07,3.73620221845404e-23,1.07527386406466e-10,0.633872506385637,7.76055886392272e-09,2.67989791068266e-05,0.366100547374664
"SIRA","SIRA",3.01869262571307e-08,1.06025769924927e-24,3.54647158234105e-09,0.497497452494508,2.07671295461792e-08,3.18115288714537e-07,0.502502174889676
"SIRA","DERMASON",2.53361175916122e-08,3.36761972193297e-24,3.313119631712e-10,0.812775758094713,3.81827436314462e-09,5.96452972513998e-06,0.187218247889858
"SIRA","DERMASON",1.95542800684626e-07,3.22268515346137e-24,2.38796450689345e-11,0.934265555723977,9.75630890175306e-10,4.1427295753773e-05,0.0656928204379585
"SIRA","DERMASON",1.64503386363263e-08,6.86875543184157e-23,4.75519346925945e-11,0.761638881011392,9.0188269607734e-10,2.91996759897855e-05,0.238331901912845
"SIRA","DERMASON",4.07445483931879e-06,5.16721523331293e-24,7.2876906829582e-10,0.644895824794256,1.10577638147432e-07,6.38183125167455e-06,0.355093607613245
"SIRA","DERMASON",2.29559036104811e-09,9.18985246551366e-24,6.44570161104548e-11,0.871040921759756,2.79182981171859e-10,1.23813707602418e-05,0.128946694230254
"SIRA","DERMASON",1.0311258352063e-07,1.00384766801003e-23,5.41487196586384e-11,0.831932771262377,2.43636734211872e-09,3.63024775330062e-05,0.16803082065699
